stock,low_date,entry_date,exit_date,ret,ret_net,exit_reason,days_held,bench_ret,excess_ret
COP,2017-04-21,2017-04-27,2017-05-04,-0.04053485336527751,-0.04153485336527751,hold_days,5,-0.0034522107213994513,-0.03808264264387806
COP,2018-06-15,2018-06-21,2018-06-25,0.015819841743159202,0.014819841743159201,market_dd,2,-0.011762052941881262,0.026581894685040464
COP,2018-10-11,2018-10-17,2018-10-18,0.001517505658457985,0.0005175056584579849,market_dd,1,-0.015976351509465414,0.016493857167923398
COP,2020-01-08,2020-01-14,2020-01-22,-0.032698873099580306,-0.033698873099580307,hold_days,5,0.014792479951547977,-0.04849135305112828
COP,2022-07-06,2022-07-12,2022-07-19,0.06027577132257367,0.05927577132257367,hold_days,5,0.030645583892252137,0.02863018743032153
COP,2023-12-06,2023-12-12,2023-12-19,0.04889261659517796,0.04789261659517796,hold_days,5,0.02907141446708872,0.018821202128089243
COP,2025-02-03,2025-02-07,2025-02-14,-0.013408590001253273,-0.014408590001253274,hold_days,5,0.008694198769917616,-0.02310278877117089
COP,2025-08-01,2025-08-07,2025-08-14,0.032937325080978797,0.031937325080978796,hold_days,5,0.023234180298783658,0.008703144782195138
DHR,2015-12-03,2015-12-09,2015-12-11,-0.015349168230148758,-0.01634916823014876,market_dd,2,-0.015053041581708948,-0.0012961266484398104
DHR,2016-08-18,2016-08-24,2016-08-31,0.009924901745326675,0.008924901745326674,hold_days,5,0.00015973857526185853,0.008765163170064816
DHR,2016-12-01,2016-12-07,2016-12-14,0.02260604225795393,0.021606042257953928,hold_days,5,0.008125748592157978,0.01348029366579595
DHR,2017-06-12,2017-06-16,2017-06-23,0.013968297186879974,0.012968297186879973,hold_days,5,0.003391061597915357,0.009577235588964617
DHR,2018-04-24,2018-04-30,2018-05-07,-0.007376471420011854,-0.008376471420011855,hold_days,5,0.009516520299441833,-0.017892991719453688
DHR,2018-06-21,2018-06-27,2018-07-05,0.008878360304947375,0.007878360304947374,hold_days,5,0.01274888377750627,-0.004870523472558896
DHR,2019-05-21,2019-05-28,2019-05-31,0.014447140274108206,0.013447140274108205,market_dd,3,-0.014492513021945541,0.027939653296053746
DHR,2020-01-27,2020-01-31,2020-02-07,0.006962212380011268,0.005962212380011268,hold_days,5,0.03107524105148518,-0.025113028671473914
DHR,2021-02-25,2021-03-03,2021-03-04,-0.023989147636331976,-0.024989147636331976,market_dd,1,-0.013851656155909664,-0.011137491480422312
DHR,2021-05-12,2021-05-18,2021-05-25,0.020845895590218877,0.019845895590218876,hold_days,5,0.011655514646340182,0.008190380943878695
DHR,2022-04-26,2022-05-02,2022-05-09,-0.044507451228983586,-0.045507451228983586,hold_days,5,-0.026438684232694132,-0.019068766996289455
DHR,2023-03-01,2023-03-07,2023-03-09,-0.006605727630267566,-0.007605727630267566,market_dd,2,-0.016674177794443468,0.0090684501641759
DE,2015-12-11,2015-12-17,2015-12-18,-0.025224022586933348,-0.02622402258693335,market_dd,1,-0.019002828709032804,-0.007221193877900545
DE,2016-07-25,2016-07-29,2016-08-05,0.008107020946621635,0.007107020946621635,hold_days,5,0.004615959105956691,0.002491061840664944
