stock,hold_days,near_pct,entry_date,exit_date,entry_price,exit_price,exit_reason,ret,ret_net,support_age_days,support_birth_date,bench_ret,excess_ret,market_dist_from_low_20d,market_dist_from_low_60d,market_dist_from_low_120d,market_vol_5d,market_vol_10d,market_vol_20d,market_vol_ratio_5_60
MMM,5,0.01,2018-07-24,2018-07-31,126.63250732421875,133.97755432128906,hold_days,0.058002855287897725,0.057002855287897725,1,2018-07-23,0.008094390343660107,0.04890846494423762,0.05555948890152975,0.07228359188795581,0.10144657263957638,0.00197469505180342,0.005252064345264901,0.005521315980522008,0.31442231079822347
MMM,5,0.01,2018-10-01,2018-10-08,134.79302978515625,136.17788696289062,hold_days,0.010273952443547563,0.009273952443547562,4,2018-09-27,-0.010285944857322038,0.0195598973008696,0.032005517570402174,0.09266562319627886,0.13543656797023107,0.00237718965992399,0.0034902852939854424,0.0031852014140392893,0.5098172314013879
MMM,5,0.01,2019-01-16,2019-01-24,121.18854522705078,123.13285064697266,hold_days,0.01604364023249194,0.01504364023249194,1,2019-01-15,0.012371332228229726,0.002672308004262214,0.11689459245376119,0.11689459245376119,0.11689459245376119,0.007098311101989562,0.016051448910255863,0.019073212256940794,0.45187059925915857
MMM,5,0.01,2019-04-11,2019-04-18,137.51478576660156,140.96018981933594,hold_days,0.02505478980698217,0.02405478980698217,2,2019-04-09,0.011146644657555882,0.012908145149426287,0.034162334707119595,0.11715096045758432,0.24353109589041047,0.0052210775436076174,0.005814952594720221,0.007184373902436224,0.7695032003158987
MMM,5,0.01,2019-08-13,2019-08-20,107.09236145019531,105.53565979003906,hold_days,-0.014536066242971213,-0.015536066242971214,1,2019-08-12,-0.012081227400391858,-0.0034548388425793553,0.025793541825819766,0.06935843028876057,0.06952854417930404,0.012911716329874446,0.013940946679901157,0.010353400098336999,1.5699256628907772
MMM,5,0.01,2019-10-10,2019-10-17,99.83317565917969,107.1939926147461,hold_days,0.07373117109582372,0.07273117109582372,2,2019-10-08,0.019808028614852535,0.052923142480971186,0.019348524664147177,0.04538877435895063,0.08366798550569218,0.013426008870382667,0.012151184078017088,0.008568775862460765,1.262265291605396
MMM,5,0.01,2021-03-01,2021-03-08,121.97050476074219,127.05921936035156,hold_days,0.041720862019808846,0.040720862019808846,3,2021-02-26,0.0030511949987865883,0.03766966702102226,0.08193003859050561,0.10678747678831327,0.2805237130943294,0.014531795299779523,0.009403768387139381,0.008314657028432424,1.764230845612527
MMM,5,0.01,2021-08-04,2021-08-11,137.57794189453125,140.39178466796875,hold_days,0.020452717453751657,0.019452717453751656,2,2021-08-02,0.021068529430469995,-0.0016158119767183399,0.03276778731511718,0.052587643021516084,0.1594022492338132,0.007204289304687602,0.005219377587321519,0.008222784398299314,0.9642658239168557
MMM,5,0.01,2022-10-10,2022-10-17,79.06550598144531,83.00201416015625,hold_days,0.049787933813194574,0.04878793381319457,3,2022-10-07,0.02547274791907772,0.023315185894116852,0.028586935327233817,0.028586935327233817,0.028586935327233817,0.02236204467083512,0.021339636535205216,0.01829535341304669,1.5700906443732068
MMM,5,0.01,2022-11-21,2022-11-29,94.12954711914062,93.02326965332031,hold_days,-0.011752712083274885,-0.012752712083274886,3,2022-11-18,0.002843089458709036,-0.015595801541983922,0.0699109506536454,0.17634166227779208,0.17634166227779208,0.005689436801914455,0.018233186563225916,0.015136043891527291,0.3586958623831492
MMM,5,0.01,2023-07-07,2023-07-14,73.80840301513672,77.60919952392578,hold_days,0.051495444333209406,0.050495444333209405,1,2023-07-06,0.01875258913231881,0.031742855200890596,0.00854084304186019,0.04888965031089057,0.07588968960913141,0.008471071692666797,0.0067455134131739255,0.0063936849864094,1.1039886804981272
MMM,5,0.01,2023-09-15,2023-09-22,77.81505584716797,74.71971130371094,hold_days,-0.03977822170476131,-0.04077822170476131,2,2023-09-13,-0.027211352687753543,-0.013566869017007765,0.02228264139851792,0.0437470838879053,0.09766593617802721,0.005245985726090109,0.005580157714699976,0.006139184491309674,0.90245509956818
MMM,5,0.01,2023-11-10,2023-11-17,71.46267700195312,74.56596374511719,hold_days,0.0434252797873671,0.0424252797873671,1,2023-11-09,0.023739127536434923,0.018686152250932175,0.05822401537612711,0.05822401537612711,0.05822401537612711,0.0027075685005822268,0.00844844555566434,0.009113881476180065,0.364077266321348
MMM,5,0.01,2024-02-16,2024-02-26,72.55255126953125,73.00575256347656,hold_days,0.006246524567574241,0.005246524567574241,2,2024-02-14,0.007750633239300475,-0.002504108671726234,0.02658340383436929,0.09132728279478527,0.18847164057328797,0.009740139128397024,0.0066920149821557825,0.007127637216455773,1.6290845829747311
MMM,5,0.01,2024-03-06,2024-03-13,73.56230926513672,82.74569702148438,hold_days,0.12483822011688694,0.12383822011688694,2,2024-03-04,0.01503414882531584,0.1088040712915711,0.021661964878361528,0.08062885242412393,0.20380176187416219,0.004286814339595838,0.004406796246526199,0.005297247823055915,0.710073194821968
MMM,5,0.01,2024-08-09,2024-08-16,118.89771270751953,121.65541076660156,hold_days,0.02319386972452353,0.02219386972452353,2,2024-08-07,0.029319321840849843,-0.007125452116326314,0.023099583764331487,0.03531094899554336,0.0757476170694695,0.018050337850728657,0.012978965827356406,0.010617482270844372,2.5154135049143784
MMM,5,0.01,2025-05-07,2025-05-14,134.8406524658203,143.8274383544922,hold_days,0.06664745182058396,0.06564745182058396,1,2025-05-06,0.028347932230142314,0.03729951959044164,0.11604006491126047,0.11604006491126047,0.11604006491126047,0.00929022180979198,0.007216524509235245,0.02168589425715672,0.5383020899673423
MMM,5,0.01,2025-06-04,2025-06-11,143.486083984375,143.8477020263672,hold_days,0.002520230756535069,0.001520230756535069,2,2025-06-02,0.019454829044485367,-0.0179345982879503,0.04804535847056898,0.16443080073432947,0.16443080073432947,0.0016306055615710555,0.008885283055375642,0.009566113237162624,0.09292250731991215
MMM,5,0.01,2026-06-18,2026-06-26,159.9000244140625,163.29515075683594,hold_days,0.02123280690678153,0.02023280690678153,1,2026-06-17,0.014094070219402344,0.006138736687379187,0.004154175629411827,0.06709677476755639,0.0722074428041143,0.00792202892064432,0.007805350675514165,0.0066277510321672796,1.134102156472012
MMM,5,0.01,2026-07-09,2026-07-16,154.66294860839844,161.06492614746094,hold_days,0.041393091213281386,0.040393091213281385,1,2026-07-08,0.011278930997386638,0.029114160215894747,0.023570235972846118,0.054775684572422434,0.09224849755469072,0.00982843753694057,0.006454048297937014,0.00673746877649657,1.6482728669432878
ABT,5,0.01,2015-09-11,2015-09-18,35.0971565246582,35.03250503540039,hold_days,-0.0018420719984079126,-0.0028420719984079126,1,2015-09-10,0.0019341178412246585,-0.004776189839632571,0.05024059504659341,0.05024059504659341,,0.019368069108173118,0.017207064907419252,0.020846487900775604,1.4665143294629703
ABT,5,0.01,2016-01-15,2016-01-25,33.175148010253906,32.45500946044922,hold_days,-0.021707169161147455,-0.022707169161147456,2,2016-01-13,-0.008456965708771746,-0.01425020345237571,-0.005112740532157393,-0.005112740532157393,0.040632351528708414,0.01769074154568278,0.014418730634336107,0.012984631743613546,1.6065596207537545
ABT,5,0.01,2016-03-03,2016-03-10,31.767621994018555,31.939470291137695,hold_days,0.005409542368374209,0.004409542368374209,3,2016-02-29,-0.00042831602037995964,0.004837858388754169,0.09612351357059677,0.09612351357059677,0.09612351357059677,0.01421233206400011,0.01159790297328101,0.012574257631687525,1.0816465438562917
ABT,5,0.01,2016-03-16,2016-03-23,32.88054275512695,33.37153625488281,hold_days,0.01493264583290066,0.013932645832900659,1,2016-03-15,0.00626404123681179,0.007668604596088868,0.06519467940053023,0.11976774286264533,0.11976774286264533,0.00788356223586747,0.006755187836046478,0.009136557897054275,0.6261985493171561
ABT,5,0.01,2016-06-28,2016-07-06,30.924280166625977,33.61656951904297,hold_days,0.08706069592923171,0.08606069592923171,1,2016-06-27,0.047137050005715775,0.03892364592351594,0.01823191015144979,0.01823191015144979,0.1456676141504222,0.021607831250524595,0.015023908534708311,0.0107305896051654,2.5242535105984234
ABT,5,0.01,2016-09-14,2016-09-21,33.80707931518555,34.72660827636719,hold_days,0.027199302034015327,0.026199302034015326,1,2016-09-13,0.01821719735896088,0.007982104675054447,-0.001550152002748956,0.09137962432363785,0.09137962432363785,0.01592961003055347,0.010537880450881363,0.007426724046014273,1.8042564599545625
ABT,5,0.01,2017-02-09,2017-02-16,35.69331741333008,37.08613204956055,hold_days,0.03902171995115,0.03802171995115,1,2017-02-08,0.02111852922407298,0.016903190727077022,0.026554898214282825,0.0916160901547966,0.1372376547182054,0.0044667685119015345,0.004121364291902334,0.004085438332772027,1.0250852799153676
ABT,5,0.01,2017-03-08,2017-03-15,38.05944061279297,38.025875091552734,hold_days,-0.000881923662034878,-0.001881923662034878,1,2017-03-07,0.008418972580483297,-0.010300896242518176,0.04028803958455643,0.08014255119312987,0.17605734789215768,0.0024758967248590526,0.005634139895830984,0.004385070801972848,0.5701482217927945
ABT,5,0.01,2017-05-19,2017-05-26,36.43502426147461,37.74351501464844,hold_days,0.03591299250368252,0.034912992503682516,1,2017-05-18,0.017212806606254905,0.01770018589742761,0.023124309577539318,0.030750867262822966,0.1268910071114229,0.011351845863490048,0.007130370587918192,0.0060183455347135135,2.2419655981308146
