stock,hold_days,near_pct,entry_date,exit_date,entry_price,exit_price,exit_reason,ret,ret_net,support_age_days,support_birth_date,bench_ret,excess_ret,market_depth_10d,weight,period
GILD,5,0.01,2020-01-24,2020-01-31,49.47727966308594,49.51644515991211,hold_days,0.0007915854932378785,-0.0002084145067621215,3,2020-01-21,-0.024646339810897366,0.024437925304135244,0.008637652211949273,0.8617975646088116,"(2017-12-13 00:00:00, 2020-06-01 00:00:00]"
GILD,5,0.01,2020-11-02,2020-11-09,47.1859016418457,47.60511016845703,hold_days,0.00888419023532161,0.007884190235321609,3,2020-10-30,0.0744053464073473,-0.0665211561720257,0.042845529920899544,0.3144715212656073,"(2020-06-01 00:00:00, 2023-07-12 00:00:00]"
GILD,5,0.01,2021-07-09,2021-07-16,56.840179443359375,57.18178176879883,hold_days,0.006009874155655348,0.005009874155655348,1,2021-07-08,-0.0024122324008900575,0.007422106556545406,-0.0006101027216857883,1.0,"(2020-06-01 00:00:00, 2023-07-12 00:00:00]"
GILD,5,0.01,2021-09-10,2021-09-17,59.14810943603515,60.26607131958008,hold_days,0.018901058617164068,0.017901058617164067,1,2021-09-09,-0.007482576411287023,0.02538363502845109,0.01534202526627016,0.7545275957396774,"(2020-06-01 00:00:00, 2023-07-12 00:00:00]"
GILD,5,0.01,2022-08-29,2022-09-06,54.4395866394043,55.25900650024414,hold_days,0.01505191187926358,0.014051911879263579,3,2022-08-26,-0.022538264318548107,0.036590176197811686,0.06491781857198461,0.19999999999999996,"(2020-06-01 00:00:00, 2023-07-12 00:00:00]"
GILD,5,0.01,2022-09-15,2022-09-22,57.30508804321289,56.220699310302734,hold_days,-0.018923079432186518,-0.01992307943218652,2,2022-09-13,-0.039071740634683105,0.019148661202496586,0.044647754244171396,0.28563593209325766,"(2020-06-01 00:00:00, 2023-07-12 00:00:00]"
GILD,5,0.01,2022-12-29,2023-01-06,75.7900390625,78.29682922363281,hold_days,0.03307545677692025,0.03207545677692025,1,2022-12-28,0.020931675803172123,0.01114378097374813,0.02717181916508401,0.565250893358656,"(2020-06-01 00:00:00, 2023-07-12 00:00:00]"
GILD,5,0.01,2023-05-11,2023-05-18,70.6248550415039,70.18514251708984,hold_days,-0.006226030823789364,-0.007226030823789364,1,2023-05-10,0.01831831037124898,-0.025544341195038345,0.01847319279139882,0.7044289153376189,"(2020-06-01 00:00:00, 2023-07-12 00:00:00]"
GILD,5,0.01,2023-08-22,2023-08-29,69.1773452758789,70.86260223388672,hold_days,0.024361399693599406,0.023361399693599405,4,2023-08-18,0.022758752510805946,0.0006026471827934587,0.027967347908481908,0.5525224334642895,"(2023-07-12 00:00:00, 2026-07-09 00:00:00]"
GILD,5,0.01,2023-11-29,2023-12-06,68.83030700683594,72.60895538330078,hold_days,0.054898031707014905,0.053898031707014904,1,2023-11-28,0.007418353852353343,0.04647967785466156,0.0022945353944049747,0.9632874336895204,"(2023-07-12 00:00:00, 2026-07-09 00:00:00]"
