stock,hold_days,near_pct,entry_date,exit_date,entry_price,exit_price,exit_reason,ret,ret_net,support_age_days,support_birth_date,bench_ret,excess_ret,birth_volume_ratio
ACN,5,0.01,2023-01-26,2023-02-02,257.7203369140625,276.36376953125,hold_days,0.07233978055602264,0.07133978055602264,1,2023-01-25,0.01808802820884714,0.053251752347175496,1.0593861539220686
ACN,5,0.01,2023-08-08,2023-08-15,298.3863220214844,291.04852294921875,hold_days,-0.02459160668811522,-0.02559160668811522,4,2023-08-04,-0.01259322757653425,-0.012998379111580971,1.0917807869839085
ACN,5,0.01,2024-09-20,2024-09-27,323.47772216796875,336.4468994140625,hold_days,0.04009295341630792,0.03909295341630792,1,2024-09-19,0.005605753146075809,0.03348720027023211,1.2383105394703586
ACN,5,0.01,2024-10-08,2024-10-11,346.72210693359375,348.4811706542969,resistance,0.005073410911869081,0.004073410911869081,1,2024-10-07,0.013878578002132214,-0.009805167090263134,0.5513124522426665
ACN,5,0.01,2025-01-15,2025-01-23,337.8453369140625,352.4068603515625,hold_days,0.043101152647265994,0.042101152647265994,1,2025-01-14,0.029124215119386232,0.012976937527879762,0.77692464843883
ACN,5,0.01,2025-08-27,2025-09-04,251.92861938476562,247.83303833007812,hold_days,-0.01625691064671142,-0.01725691064671142,1,2025-08-26,0.0020199965652922813,-0.019276907212003702,1.1972947864092187
ACN,5,0.01,2026-03-27,2026-04-06,188.71131896972656,194.93310546875,hold_days,0.03296986387987433,0.03196986387987433,2,2026-03-25,0.02389392806896473,0.008075935810909596,0.42468232864108846
ADBE,5,0.01,2015-07-09,2015-07-16,80.47000122070312,82.5199966430664,hold_days,0.025475275149317023,0.024475275149317022,1,2015-07-08,0.03725420638608612,-0.012778931236769098,1.1270904551356948
ADBE,5,0.01,2016-02-11,2016-02-19,74.94000244140625,80.87000274658203,hold_days,0.07912997213754158,0.07812997213754158,2,2016-02-09,0.05123300970621747,0.026896962431324112,1.2896331013660014
ADBE,5,0.01,2016-03-10,2016-03-16,84.8499984741211,88.16999816894531,resistance,0.03912786982355465,0.03812786982355465,2,2016-03-08,0.02200860853146125,0.0161192612920934,1.031605779560494
ADBE,5,0.01,2016-05-05,2016-05-12,93.5,95.95999908447266,hold_days,0.026310150636071228,0.025310150636071227,1,2016-05-04,0.01151893189815878,0.013791218737912447,0.6862151266571732
ADBE,5,0.01,2016-08-03,2016-08-10,96.66999816894531,100.62000274658203,hold_days,0.040860708104426546,0.039860708104426545,1,2016-08-02,0.01125063547113525,0.028610072633291295,1.2200585993206627
ADBE,5,0.01,2016-09-14,2016-09-21,98.79000091552734,107.77999877929688,hold_days,0.09100109100572462,0.09000109100572462,1,2016-09-13,0.018217167076681307,0.07178392392904331,1.9646450798512134
