stock,hold_days,near_pct,entry_date,exit_date,entry_price,exit_price,exit_reason,ret,ret_net,support_age_days,support_birth_date,bench_ret,excess_ret,bounce_1d,bounce_2d,bounce_3d,bounce_5d,bounce_to_entry_high
DHR,5,0.01,2016-11-23,2016-12-01,66.79031372070312,64.98472595214844,hold_days,-0.027033677010488533,-0.028033677010488534,1,2016-11-22,-0.0021943680775929897,-0.025839308932895544,0.009436725281060765,,,,0.009436725281060765
DHR,5,0.01,2016-12-08,2016-12-15,65.59220123291016,67.271240234375,hold_days,0.025598149931007397,0.024598149931007396,1,2016-12-07,0.014039823436069465,0.01055832649493793,0.010003702943135018,,,,0.010003702943135018
DHR,5,0.01,2017-01-24,2017-01-31,67.63162231445312,70.91895294189453,hold_days,0.048606413907342993,0.04760641390734299,1,2017-01-23,-0.000939832781862382,0.048546246689205375,0.00037488898343251975,,,,0.00037488898343251975
DHR,5,0.01,2017-05-19,2017-05-23,69.5280532836914,71.06015014648438,resistance,0.022035664604927785,0.021035664604927784,1,2017-05-18,0.009225663048656685,0.0118100015562711,0.004401733757158244,,,,0.004401733757158244
DHR,5,0.01,2017-07-11,2017-07-18,70.45722198486328,72.47515106201172,hold_days,0.02864048596156632,0.02764048596156632,1,2017-07-10,0.009676222431444614,0.017964263530121705,0.0065400801572628176,,,,0.0065400801572628176
DHR,5,0.01,2017-09-29,2017-10-06,72.8488540649414,74.41995239257812,hold_days,0.021566548270425256,0.020566548270425256,1,2017-09-28,0.013641147457412295,0.006925400813012961,0.00870213298655087,,,,0.00870213298655087
DHR,5,0.01,2017-12-07,2017-12-14,78.70866394042969,78.85307312011719,hold_days,0.0018347304154062716,0.0008347304154062716,1,2017-12-06,0.009561661431903401,-0.00872693101649713,0.0016210986518676584,,,,0.0016210986518676584
DHR,5,0.01,2018-04-12,2018-04-19,84.3407211303711,86.47053527832031,hold_days,0.025252501038697917,0.024252501038697916,1,2018-04-11,0.009229017869696321,0.015023483169001595,0.005893115723449638,,,,0.005893115723449638
DHR,5,0.01,2018-10-09,2018-10-16,91.20858764648438,89.77290344238281,hold_days,-0.01574066917543049,-0.01674066917543049,1,2018-10-08,-0.024766780989615933,0.008026111814185444,0.010605066681093955,,,,0.010605066681093955
DHR,5,0.01,2019-05-14,2019-05-21,112.06140899658203,111.59857940673828,hold_days,-0.00413014251728594,-0.00513014251728594,1,2019-05-13,0.01198708753788802,-0.01711723005517396,0.00996438266436428,,,,0.00996438266436428
DHR,5,0.01,2019-07-19,2019-07-26,121.51573944091797,122.0906753540039,hold_days,0.004731369909208194,0.003731369909208194,2,2019-07-17,0.013320509210418274,-0.009589139301210081,0.023988618989212673,0.014035009532455955,,,0.023988618989212673
DHR,5,0.01,2019-08-26,2019-09-03,117.04505157470703,120.02266693115234,hold_days,0.02543990810704866,0.024439908107048658,3,2019-08-23,0.009803821392170065,0.014636086714878593,0.007385452499816703,,,,0.007385452499816703
DHR,5,0.01,2019-10-09,2019-10-16,117.87071228027344,118.03395080566406,hold_days,0.001384894705670936,0.00038489470567093596,1,2019-10-08,0.0235849217055899,-0.023200026999918966,0.011649963370001792,,,,0.011649963370001792
DHR,5,0.01,2019-11-06,2019-11-13,115.86038970947266,117.7418441772461,hold_days,0.01623897927921103,0.015238979279211029,1,2019-11-05,0.009472808148135448,0.0057661711310755814,0.010414364254903496,,,,0.010414364254903496
DHR,5,0.01,2020-02-21,2020-02-28,139.22802734375,124.34883880615234,hold_days,-0.10686920458092364,-0.10786920458092364,1,2020-02-20,-0.11952951510820697,0.011660310527283335,0.01010833665997346,,,,0.01010833665997346
DHR,5,0.01,2021-09-14,2021-09-21,280.3846435546875,280.9123840332031,hold_days,0.0018822017918849188,0.0008822017918849187,1,2021-09-13,-0.02008654695562817,0.02096874874751309,0.008213062944429916,,,,0.008213062944429916
DHR,5,0.01,2022-05-26,2022-06-03,218.24832153320312,230.68202209472656,hold_days,0.05697042925313789,0.05597042925313789,1,2022-05-25,0.016006621509956354,0.039963807743181534,0.005552955905371082,,,,0.005552955905371082
DHR,5,0.01,2024-03-18,2024-03-25,247.78358459472656,244.16737365722656,hold_days,-0.014594231266024549,-0.01559423126602455,3,2024-03-15,0.010739003951182546,-0.026333235217207096,0.008299930816834555,,,,0.008299930816834555
DHR,5,0.01,2024-11-20,2024-11-27,230.4042510986328,236.06796264648438,hold_days,0.024581627816524065,0.023581627816524064,2,2024-11-18,0.02741696011620487,-0.003835332299680805,0.0033904933326158737,0.013214053208360443,,,0.013214053208360443
DHR,5,0.01,2025-12-02,2025-12-09,225.32797241210938,221.98667907714844,hold_days,-0.014828577647030605,-0.015828577647030606,1,2025-12-01,-0.0009285737883287792,-0.014900003858701827,0.010930673955197534,,,,0.010930673955197534
DHR,5,0.01,2025-12-18,2025-12-26,223.10044860839844,229.35426330566406,hold_days,0.02803138557665008,0.02703138557665008,1,2025-12-17,0.014092383308254686,0.012939002268395394,0.0077258857526933955,,,,0.0077258857526933955
DHR,5,0.01,2026-04-28,2026-05-05,178.6094512939453,174.26846313476562,hold_days,-0.024304358631254797,-0.025304358631254797,4,2026-04-24,0.013963848470852858,-0.039268207102107655,0.01901268671272005,0.009760177677986537,,,0.01901268671272005
DHR,5,0.01,2026-07-22,2026-07-29,179.13999938964844,196.49000549316406,hold_days,0.09685165882901181,0.09585165882901181,1,2026-07-21,0.013549962995718534,0.08230169583329328,0.0007262437115349574,,,,0.0007262437115349574
DE,5,0.01,2015-09-14,2015-09-21,66.04934692382812,65.61833190917969,hold_days,-0.006525651421588008,-0.007525651421588008,3,2015-09-11,0.0095177013582457,-0.01704335277983371,0.005425466383849331,,,,0.005425466383849331
DE,5,0.01,2016-10-21,2016-10-28,74.41266632080078,75.04979705810547,hold_days,0.008562127508749073,0.007562127508749073,1,2016-10-20,-0.0011380861561994804,0.008700213664948553,0.0037159468445375765,,,,0.0037159468445375765
DE,5,0.01,2017-03-28,2017-04-04,93.80941772460938,95.35069274902344,hold_days,0.016429853865405075,0.015429853865405074,1,2017-03-27,0.0035393227022346707,0.011890531163170404,0.010918369729543409,,,,0.010918369729543409
DE,5,0.01,2017-09-28,2017-10-05,108.74224853515625,112.5674819946289,hold_days,0.03517706789220898,0.03417706789220898,2,2017-09-26,0.016951131461237612,0.017225936430971367,0.0003241836551324262,0.00798655854227115,,,0.00798655854227115
DE,5,0.01,2017-11-10,2017-11-17,116.2784194946289,119.39136505126953,hold_days,0.02677148150250197,0.02577148150250197,1,2017-11-09,0.0010740811203098222,0.024697400382192147,0.007236500491331066,,,,0.007236500491331066
