stock,hold_days,entry_date,exit_date,entry_price,exit_price,exit_reason,ret,ret_net,bench_ret,excess_ret
MMM,5,2015-07-13,2015-07-20,91.52489471435547,91.90509796142578,hold_days,0.004154096524851658,0.003154096524851658,0.021265137691535152,-0.018111041166683495
MMM,5,2015-07-15,2015-07-22,91.24996948242188,90.90485382080078,hold_days,-0.003782090707302399,-0.004782090707302399,0.009966552920396277,-0.014748643627698677
MMM,5,2015-07-22,2015-07-29,90.90485382080078,88.58851623535156,hold_days,-0.02548090105304357,-0.02648090105304357,-0.00040253384315835916,-0.02607836720988521
MMM,5,2015-07-29,2015-08-05,88.58851623535156,88.33114624023438,hold_days,-0.002905229775306717,-0.003905229775306717,-0.0038384878524362342,-6.674192287048266e-05
MMM,5,2015-08-04,2015-08-11,87.97432708740234,86.85124969482422,hold_days,-0.012765967410723666,-0.013765967410723667,0.0005078507600282389,-0.014273818170751906
MMM,5,2015-08-06,2015-08-13,87.30751037597656,86.21952056884766,hold_days,-0.012461583229708917,-0.013461583229708918,0.0017454412025144084,-0.015207024432223326
MMM,5,2015-08-10,2015-08-17,88.4656753540039,87.29578399658203,hold_days,-0.013224240393129194,-0.014224240393129195,-0.000868958979838963,-0.013355281413290232
MMM,5,2015-08-12,2015-08-19,86.87466430664062,85.91836547851562,hold_days,-0.0110077988301579,-0.0120077988301579,-0.004129150359719946,-0.007878648470437954
MMM,5,2015-08-14,2015-08-21,86.73428344726562,83.69192504882812,hold_days,-0.035076768695359695,-0.036076768695359696,-0.06038603839556089,0.024309269700201197
MMM,5,2015-08-18,2015-08-25,86.75180053710938,81.07083892822266,hold_days,-0.06548522997464012,-0.06648522997464013,-0.11117216239957528,0.044686932424935155
MMM,5,2015-08-19,2015-08-26,85.91836547851562,84.0630111694336,hold_days,-0.021594385539678074,-0.022594385539678075,-0.0663167732343296,0.04372238769465153
MMM,5,2015-09-04,2015-09-14,82.36664581298828,82.9380111694336,hold_days,0.006936853514013297,0.005936853514013297,0.015301244277303061,-0.009364390763289765
MMM,5,2015-09-09,2015-09-16,82.9674301147461,84.9347152709961,hold_days,0.023711535400448014,0.022711535400448013,0.028969093746255004,-0.0062575583458069906
MMM,5,2015-09-14,2015-09-21,82.9380111694336,82.48446655273438,hold_days,-0.005468477122904214,-0.006468477122904214,0.009517639849922599,-0.015986116972826814
MMM,5,2015-09-17,2015-09-24,84.19847869873047,81.0355224609375,hold_days,-0.03756547964613832,-0.03856547964613832,-0.031174285476911257,-0.007391194169227067
MMM,5,2015-09-22,2015-09-29,81.29467010498047,83.37387084960938,hold_days,0.025576101630573334,0.024576101630573333,-0.026441095731603248,0.05101719736217658
MMM,5,2015-09-24,2015-10-01,81.0355224609375,82.93209075927734,hold_days,0.02340415956784958,0.02240415956784958,0.00022630285584845922,0.02217785671200112
MMM,5,2015-09-29,2015-10-06,83.37387084960938,85.8712387084961,hold_days,0.0299538432537394,0.028953843253739397,0.053662237274073155,-0.024708394020333757
MMM,5,2015-10-01,2015-10-08,82.93209075927734,88.044677734375,hold_days,0.06164787271476957,0.06064787271476957,0.052327104458682605,0.008320768256086963
MMM,5,2015-10-05,2015-10-12,86.18341827392578,88.38629913330078,hold_days,0.02556037928750232,0.02456037928750232,0.017740738819433277,0.006819640468069044
MMM,5,2015-10-08,2015-10-15,88.044677734375,87.87389373779297,hold_days,-0.0019397424236962113,-0.0029397424236962113,0.006859651105572295,-0.009799393529268507
MMM,5,2015-10-12,2015-10-19,88.38629913330078,87.17293548583984,hold_days,-0.013727960773999515,-0.014727960773999516,0.008963199433135394,-0.02369116020713491
MMM,5,2015-10-16,2015-10-23,87.58525848388672,91.7613296508789,hold_days,0.04768006898969723,0.04668006898969723,0.02718914544583173,0.0194909235438655
MMM,5,2015-10-19,2015-10-26,87.17293548583984,92.20305633544922,hold_days,0.057702781506382195,0.056702781506382194,0.026213104729766457,0.030489676776615737
MMM,5,2015-10-27,2015-11-03,92.31500244140625,93.50477600097656,hold_days,0.012888192905865736,0.011888192905865735,0.024779943356034062,-0.012891750450168327
MMM,5,2015-10-28,2015-11-04,93.11016082763672,93.5990219116211,hold_days,0.005250351622626326,0.004250351622626326,0.009309447006703442,-0.005059095384077116
MMM,5,2015-11-09,2015-11-16,92.7508773803711,93.18670654296875,hold_days,0.004698922262593053,0.0036989222625930527,-0.01004229771066556,0.013741219973258612
MMM,5,2015-11-12,2015-11-19,92.06172180175781,93.89976501464844,hold_days,0.019965336047576887,0.018965336047576886,0.021947606847712908,-0.002982270800136022
MMM,5,2015-11-17,2015-11-24,92.49170684814453,93.52627563476562,hold_days,0.011185530269429256,0.010185530269429255,0.020828458980093556,-0.010642928710664301
MMM,5,2015-11-19,2015-11-27,93.89976501464844,93.66856384277344,hold_days,-0.002462212464950597,-0.0034622124649505972,0.005563827752403272,-0.00902604021735387
MMM,5,2015-11-25,2015-12-03,93.45513153076172,91.52825164794922,hold_days,-0.02061823520282835,-0.02161823520282835,-0.017802146165671884,-0.003816089037156467
MMM,5,2015-11-30,2015-12-07,92.83258819580078,93.52627563476562,hold_days,0.00747245608946856,0.00647245608946856,-0.00286684222599054,0.0093392983154591
MMM,5,2015-12-01,2015-12-08,93.02229309082031,92.95710754394531,hold_days,-0.0007007518811792401,-0.0017007518811792402,-0.018638365572005267,0.016937613690826026
MMM,5,2015-12-02,2015-12-09,92.31085205078125,92.51838684082031,hold_days,0.0022482166010653337,0.0012482166010653337,-0.017700996662200486,0.01894921326326582
MMM,5,2015-12-03,2015-12-10,91.52825164794922,93.3898696899414,hold_days,0.02033927239375921,0.01933927239375921,-0.0006287714019865831,0.019968043795745793
MMM,5,2015-12-07,2015-12-14,93.52627563476562,93.45513153076172,hold_days,-0.0007606857380030307,-0.0017606857380030308,-0.021431007724796447,0.019670321986793415
MMM,5,2015-12-11,2015-12-18,91.79505157470703,87.10539245605469,hold_days,-0.051088365202732966,-0.05208836520273297,-0.001997701867983981,-0.050090663334748986
MMM,5,2015-12-16,2015-12-23,88.90184783935547,89.61920166015625,hold_days,0.008069054111192742,0.007069054111192742,-0.0045807314073067484,0.01164978551849949
MMM,5,2015-12-21,2015-12-29,87.43741607666016,90.6448745727539,hold_days,0.036682905785798026,0.035682905785798025,0.03154854371199867,0.004134362073799358
